X,Y,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD
-81.8072774,27.5394213000001,1358,0196784563,ADVENTHEALTH WAUCHULA,735 S 5TH AVE,WAUCHULA,FL,33873,NOT AVAILABLE,(863) 773-3101,GENERAL ACUTE CARE,OPEN,25,HARDEE,12049,USA,27.5394213,-81.8072774,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY/OTHER,2022/02/28 00:00:00+00,https://www.adventhealth.com/hospital/adventhealth-wauchula,100282,ADVENTIST HEALTH SYSTEM - SUNBELT INC,12,NON-PROFIT,-999,25,NOT AVAILABLE,Y
-82.35114261,28.1956241300001,1359,0036833544,ADVENTHEALTH WESLEY CHAPEL,2600 BRUCE B DOWNS BLVD,WESLEY CHAPEL,FL,33544,NOT AVAILABLE,(813) 929-5000,GENERAL ACUTE CARE,OPEN,169,PASCO,12101,USA,28.19562413,-82.35114261,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2016/04/13 00:00:00+00,www.adventhealthwesleychapel.com,23960099,PASCO - PINELLAS HILLSBOROUGH COMMUNITY HEALTH SYSTEM INC,12,NON-PROFIT,-999,169,NOT AVAILABLE,Y
-81.3269111399999,28.59864479,1360,0043632792,ADVENTHEALTH WINTER PARK,200 N LAKEMONT AVE,WINTER PARK,FL,32792,NOT AVAILABLE,(407) 646-7000,GENERAL ACUTE CARE,OPEN,373,ORANGE,12095,USA,28.59864479,-81.32691114,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.adventhealthwinterpark.com,100162,ADVENTIST HEALTH SYSTEM - SUNBELT INC,12,NON-PROFIT,-999,373,NOT AVAILABLE,N
-82.18531322,28.26150147,1361,0013533541,ADVENTHEALTH ZEPHYRHILLS,7050 GALL BLVD,ZEPHYRHILLS,FL,33541,1347,(813) 788-0411,GENERAL ACUTE CARE,OPEN,149,PASCO,12101,USA,28.26150147,-82.18531322,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.adventhealthzephyrhills.com,100046,FLORIDA HOSPITAL ZEPHYRHILLS INC,12,NON-PROFIT,-999,149,NOT AVAILABLE,Y
-81.37927042,28.5236186400001,1362,0000532806,ARNOLD PALMER MEDICAL CENTER,92 W MILLER ST,ORLANDO,FL,32806,NOT AVAILABLE,(321) 843-7777,CHILDREN,OPEN,506,ORANGE,12095,USA,28.52361864,-81.37927042,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.orlandohealth.com,120001,ORLANDO HEALTH INC,12,NON-PROFIT,-999,506,NOT AVAILABLE,Y
-85.648654718,30.1597238430001,1363,0002632401,ASCENSION SACRED HEART BAY,615 N BONITA AVE,PANAMA CITY,FL,32401,NOT AVAILABLE,(850) 769-1511,GENERAL ACUTE CARE,OPEN,323,BAY,12005,USA,30.15972384,-85.64865472,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,https://healthcare.ascension.org/locations/florida/flpen/panama-city-ascension-sacred-heart-bay,100026,BAY COUNTY HEALTH SYSTEM LLC,12,NON-PROFIT,-999,323,LEVEL II,Y
-86.3068563099999,30.37857467,1364,0033132550,ASCENSION SACRED HEART EMERALD COAST,7800 US HIGHWAY 98 W,MIRAMAR BEACH,FL,32550,7228,(850) 278-3000,GENERAL ACUTE CARE,OPEN,86,WALTON,12131,USA,30.37857467,-86.30685631,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,https://healthcare.ascension.org/locations/florida/flpen/miramar-beach-ascension-sacred-heart-emerald-coast,23960041,SACRED HEART HEALTH SYSTEM INC.,12,NON-PROFIT,-999,86,NOT AVAILABLE,Y
-85.2878970199999,29.7790236700001,1365,0033232456,ASCENSION SACRED HEART GULF,3801 E HWY 98,PORT SAINT JOE,FL,32456,NOT AVAILABLE,(850) 229-5600,GENERAL ACUTE CARE,OPEN,19,GULF,12045,USA,29.77902367,-85.28789702,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,https://healthcare.ascension.org/locations/florida/flpen/port-st-joe-ascension-sacred-heart-gulf,23960084,SACRED HEART HEALTH SYSTEM INC.,12,NON-PROFIT,-999,19,NOT AVAILABLE,Y
-87.211843,30.4757070000001,1366,0184632504,ASCENSION SACRED HEART PENSACOLA,5151 N NORTH NINTH AVENUE,PENSACOLA,FL,32504,NOT AVAILABLE,(850) 416-7000,GENERAL ACUTE CARE,OPEN,547,ESCAMBIA,12033,USA,30.475707,-87.211843,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY/OTHER,2020/05/04 00:00:00+00,https://healthcare.ascension.org/locations/florida/flpen/pensacola-ascension-sacred-heart-pensacola,100025,SACRED HEART HEALTH SYSTEM INC.,12,NON-PROFIT,-999,547,LEVEL II / PEDIATRIC,Y
-81.8326886899999,30.1087624300001,1367,0036232068,ASCENSION ST VINCENT'S CLAY COUNTY,1670 ST VINCENTS WAY,MIDDLEBURG,FL,32068,NOT AVAILABLE,(904) 308-7300,GENERAL ACUTE CARE,OPEN,134,CLAY,12019,USA,30.10876243,-81.83268869,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY/OTHER,2016/04/12 00:00:00+00,https://healthcare.ascension.org/locations/florida/fljac/middleburg-ascension-st-vincents-clay-county,23960117,ST VINCENT'S MEDICAL CENTER - CLAY COUNTY INC,12,NON-PROFIT,-999,134,NOT AVAILABLE,Y
-81.69061053,30.30752863,1368,0033432204,ASCENSION ST VINCENT'S RIVERSIDE,1 SHIRCLIFF WAY,JACKSONVILLE,FL,32204,NOT AVAILABLE,(904) 296-3700,GENERAL ACUTE CARE,OPEN,584,DUVAL,12031,USA,30.30752863,-81.69061053,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,https://healthcare.ascension.org/locations/florida/fljac/jacksonville-ascension-st-vincents-riverside,100040,ST VINCENT'S MEDICAL CENTER INC,12,NON-PROFIT,-999,584,NOT AVAILABLE,Y
-81.58236885,30.2533777800001,1369,0039532216,ASCENSION ST VINCENT'S SOUTHSIDE,4201 BELFORT RD,JACKSONVILLE,FL,32216,NOT AVAILABLE,(850) 951-4500,GENERAL ACUTE CARE,OPEN,313,DUVAL,12031,USA,30.25337778,-81.58236885,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,https://healthcare.ascension.org/locations/florida/fljac/jacksonville-ascension-st-vincents-southside,23960088,ST LUKES - ST VINCENTS HEALTHCARE INC,12,NON-PROFIT,-999,313,NOT AVAILABLE,Y
-81.4342448799999,28.56763289,1370,0021532808,ASPIRE HEALTH PARTNERS,1800 MERCY DR,ORLANDO,FL,32808,NOT AVAILABLE,(850) 626-7762,PSYCHIATRIC,OPEN,90,ORANGE,12095,USA,28.56763289,-81.43424488,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,http://aspirehealthpartners.com/,100129,ASPIRE HEALTH PARTNERS INC,12,NON-PROFIT,-999,90,NOT AVAILABLE,Y
-80.14539622,25.9702031800001,1371,0000933180,AVENTURA HOSPITAL AND MEDICAL CENTER,20900 BISCAYNE BLVD,AVENTURA,FL,33180,NOT AVAILABLE,(305) 682-7000,GENERAL ACUTE CARE,OPEN,467,MIAMI-DADE,12086,USA,25.97020318,-80.14539622,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2013/11/07 00:00:00+00,http://www.aventurahospital.com/,100131,MIAMI BEACH HEALTHCARE GROUP LTD,12,PROPRIETARY,-999,467,LEVEL II,Y
-82.19385038,30.06705191,1372,0081532026,BAPTIST HEALTH HOSPITAL AT DORAL,9500 NW 58TH ST,DORAL,FL,33178,NOT AVAILABLE,(786) 595-3900,SPECIAL,OPEN,15,UNION,12125,USA,30.06705191,-82.19385038,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY/OTHER,2015/02/16 00:00:00+00,https:baptisthealth.net/locations/hospitals/south-miami-hospital,23960195,SOUTH MIAMI HOSPITAL INC,12,NON-PROFIT,-999,15,NOT AVAILABLE,N
-87.2304209,30.4294179,1373,0001132501,BAPTIST HOSPITAL,1000 W MORENO ST,PENSACOLA,FL,32501,NOT AVAILABLE,(850) 434-4011,GENERAL ACUTE CARE,OPEN,492,ESCAMBIA,12033,USA,30.4294179,-87.2304209,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.ebaptisthealthcare.org,100093,BAPTIST HOSPITAL INC,12,NON-PROFIT,-999,492,LEVEL II,Y
-80.33880186,25.6844300500001,1374,0001333176,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DRIVE,MIAMI,FL,33176,NOT AVAILABLE,(786) 596-5002,GENERAL ACUTE CARE,OPEN,948,MIAMI-DADE,12086,USA,25.68443005,-80.33880186,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.baptisthealth.net,100008,BAPTIST HOSPITAL OF MIAMI INC,12,NON-PROFIT,-999,948,NOT AVAILABLE,Y
-81.39831629,30.27337357,1375,0001632250,BAPTIST MEDICAL CENTER - BEACHES,1350 13TH AVE S,JACKSONVILLE BEACH,FL,32250,NOT AVAILABLE,(904) 627-2900,GENERAL ACUTE CARE,OPEN,146,DUVAL,12031,USA,30.27337357,-81.39831629,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,baptistjax.com,100117,BAPTIST MEDICAL CENTER OF THE BEACHES INC,12,NON-PROFIT,-999,146,NOT AVAILABLE,Y
-81.6647073999999,30.3156511500001,1376,0001932207,BAPTIST MEDICAL CENTER JACKSONVILLE,800 PRUDENTIAL DR,JACKSONVILLE,FL,32207,NOT AVAILABLE,(904) 202-2000,GENERAL ACUTE CARE,OPEN,489,DUVAL,12031,USA,30.31565115,-81.6647074,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.baptistjax.com,100088,SOUTHERN BAPTIST HOSPITAL OF FLORIDA INC,12,NON-PROFIT,-999,489,NOT AVAILABLE,Y
-81.44912349,30.6532098000001,1377,0001732034,BAPTIST MEDICAL CENTER NASSAU,1250 S 18TH ST,FERNANDINA BEACH,FL,32034,NOT AVAILABLE,(904) 321-3500,GENERAL ACUTE CARE,OPEN,62,NASSAU,12089,USA,30.6532098,-81.44912349,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,www.baptistjax.com,100140,BAPTIST MEDICAL CENTER OF NASSAU INC,12,NON-PROFIT,-999,62,NOT AVAILABLE,Y
-81.53538489,30.1387778600001,1378,0002132258,BAPTIST MEDICAL CENTER SOUTH,14550 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32258,NOT AVAILABLE,(904) 271-6000,GENERAL ACUTE CARE,OPEN,291,DUVAL,12031,USA,30.13877786,-81.53538489,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.baptistjax.com,23960052,SOUTHERN BAPTIST HOSPITAL OF FLORIDA INC,12,NON-PROFIT,-999,291,NOT AVAILABLE,Y
-81.84421022,27.9188959200001,1379,0002333831,BARTOW REGIONAL MEDICAL CENTER,2200 OSPREY BLVD,BARTOW,FL,33831,NOT AVAILABLE,(863) 533-8111,GENERAL ACUTE CARE,OPEN,72,POLK,12105,USA,27.91889592,-81.84421022,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,https://baycare.org/brmc,100121,BARTOW REGIONAL MEDICAL CENTER INC,12,NON-PROFIT,-999,72,NOT AVAILABLE,Y
-82.782679773,28.013336338,1380,0002834698,BAYCARE ALLIANT HOSPITAL,601 MAIN ST,DUNEDIN,FL,34698,NOT AVAILABLE,(727) 734-6782,LONG TERM CARE,OPEN,48,PINELLAS,12103,USA,28.01333634,-82.78267977,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,https://baycare.org/hospitals/baycare-alliant-hospital/patients-and-visitors,23960085,BAYCARE ALLIANT HOSPITAL INC,12,NON-PROFIT,-999,48,NOT AVAILABLE,Y
-82.4434916,28.53883382,1381,0004134601,BAYFRONT HEALTH BROOKSVILLE,17240 CORTEZ BLVD,BROOKSVILLE,FL,34601,NOT AVAILABLE,(352) 796-5111,GENERAL ACUTE CARE,OPEN,120,HERNANDO,12053,USA,28.53883382,-82.4434916,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.bayfrontbrooksville.com,100071,HERNANDO HMA LLC,12,PROPRIETARY,-999,120,NOT AVAILABLE,Y
-82.09569026,26.98892519,1382,0031433952,BAYFRONT HEALTH PORT CHARLOTTE,2500 HARBOR BLVD,PORT CHARLOTTE,FL,33952,NOT AVAILABLE,(941) 766-4122,GENERAL ACUTE CARE,OPEN,254,CHARLOTTE,12015,USA,26.98892519,-82.09569026,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,https://www.bayfrontcharlotte.com,100077,PORT CHARLOTTE HMA LLC,12,PROPRIETARY,-999,254,NOT AVAILABLE,N
-82.0402774,26.94094642,1383,0006333950,BAYFRONT HEALTH PUNTA GORDA,809 E MARION AVE,PUNTA GORDA,FL,33950,NOT AVAILABLE,(941) 637-3131,GENERAL ACUTE CARE,OPEN,208,CHARLOTTE,12015,USA,26.94094642,-82.0402774,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.bayfrontcharlotte.com/,100047,PUNTA GORDA HMA LLC,12,PROPRIETARY,-999,208,NOT AVAILABLE,Y
-82.62450274,28.95195805,1384,0034834428,BAYFRONT HEALTH SEVEN RIVERS,6201 N SUNCOAST BLVD,CRYSTAL RIVER,FL,34428,NOT AVAILABLE,(352) 795-6560,GENERAL ACUTE CARE,OPEN,128,CITRUS,12017,USA,28.95195805,-82.62450274,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,https://www.sevenriversregional.com/,100249,CITRUS HMA LLC,12,PROPRIETARY,-999,128,NOT AVAILABLE,Y
-82.5403749499999,28.43748721,1385,0037634609,BAYFRONT HEALTH SPRING HILL,10461 QUALITY DR,SPRING HILL,FL,34609,NOT AVAILABLE,(352) 688-8200,GENERAL ACUTE CARE,OPEN,124,HERNANDO,12053,USA,28.43748721,-82.54037495,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.bayfronthealthspringhill.com,111525,HERNANDO HMA LLC,12,PROPRIETARY,-999,124,NOT AVAILABLE,Y
-82.64208187,27.76342061,1386,0003133701,BAYFRONT HEALTH ST PETERSBURG,701 6TH ST S,SAINT PETERSBURG,FL,33701,NOT AVAILABLE,(727) 893-6015,GENERAL ACUTE CARE,OPEN,480,PINELLAS,12103,USA,27.76342061,-82.64208187,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,https://www.bayfrontstpete.com/,100032,OHI WEST INC,12,PROPRIETARY,-999,480,LEVEL II,Y
-80.07056397,26.50505723,1387,0003333435,BETHESDA HOSPITAL EAST,2815 S SEACREST BLVD,BOYNTON BEACH,FL,33435,NOT AVAILABLE,(561) 737-7733,GENERAL ACUTE CARE,OPEN,401,PALM BEACH,12099,USA,26.50505723,-80.07056397,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,https://baptisthealth.net/en/pages/home.aspx,100002,BETHESDA HOSPITAL INC,12,NON-PROFIT,-999,401,NOT AVAILABLE,Y
-80.19976772,26.5297280500001,1388,0035733472,BETHESDA HOSPITAL WEST,9655 W BOYNTON BEACH BLVD,BOYNTON BEACH,FL,33472,NOT AVAILABLE,(561) 336-7000,GENERAL ACUTE CARE,OPEN,80,PALM BEACH,12099,USA,26.52972805,-80.19976772,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2016/04/06 00:00:00+00,https://www.bethesdawest.org/,23960098,BETHESDA HOSPITAL INC,12,NON-PROFIT,-999,80,NOT AVAILABLE,Y
-81.314139,28.2600870000001,1389,0178234769,BLACKBERRY CENTER,91 BEEHIVE CIR,SAINT CLOUD,FL,34769,NOT AVAILABLE,(321) 805-5090,PSYCHIATRIC,OPEN,64,OSCEOLA,12097,USA,28.260087,-81.314139,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2019/05/09 00:00:00+00,www.blackberrycenter.com,23960129,OGLETHORPE OF ORLANDO INC,12,PROPRIETARY,-999,64,NOT AVAILABLE,N
-82.62374175,27.48220059,1390,0003434209,BLAKE MEDICAL CENTER,2020 59TH ST W,BRADENTON,FL,34209,NOT AVAILABLE,(941) 798-6110,GENERAL ACUTE CARE,OPEN,383,MANATEE,12081,USA,27.48220059,-82.62374175,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.blakemedicalcenter.com/,100213,HCA HEALTH SERVICES OF FLORIDA INC,12,PROPRIETARY,-999,383,LEVEL II,Y
-80.10283481,26.35873272,1391,0003633486,BOCA RATON REGIONAL HOSPITAL,800 MEADOWS RD,BOCA RATON,FL,33486,NOT AVAILABLE,(561) 955-4200,GENERAL ACUTE CARE,OPEN,400,PALM BEACH,12099,USA,26.35873272,-80.10283481,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,baptisthealth.net/locations/hospitals/boca-raton-regional-hospital,100168,BOCA RATON REGIONAL HOSPITAL INC.,12,NON-PROFIT,-999,400,NOT AVAILABLE,N
-81.60117475,30.2902137400001,1392,0004032216,BROOKS REHABILITATION HOSPITAL UNIVERSITY CAMPUS,3599 UNIVERSITY BLVD S,JACKSONVILLE,FL,32216,4252,(904) 345-7600,REHABILITATION,OPEN,160,DUVAL,12031,USA,30.29021374,-81.60117475,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.brookshealth.org/,100184,GENESIS REHABILITATION HOSPITAL INC,12,NON-PROFIT,-999,160,NOT AVAILABLE,Y
-80.2556562199999,26.2687527800001,1393,0004233065,BROWARD HEALTH CORAL SPRINGS,3000 CORAL HILLS DR,CORAL SPRINGS,FL,33065,NOT AVAILABLE,(954) 344-3121,GENERAL ACUTE CARE,OPEN,250,BROWARD,12011,USA,26.26875278,-80.25565622,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2013/11/07 00:00:00+00,http://www.browardhealth.org/,110019,NORTH BROWARD HOSPITAL DISTRICT,12,NON-PROFIT,-999,250,NOT AVAILABLE,N
-80.1108702,26.2070517600001,1394,0004433308,BROWARD HEALTH IMPERIAL POINT,6401 N FEDERAL HWY,FORT LAUDERDALE,FL,33308,NOT AVAILABLE,(954) 776-8500,GENERAL ACUTE CARE,OPEN,204,BROWARD,12011,USA,26.20705176,-80.1108702,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.browardhealth.org/,100200,NORTH BROWARD HOSPITAL DISTRICT,12,NON-PROFIT,-999,204,NOT AVAILABLE,N
-80.14088964,26.1026354900001,1395,0004633316,BROWARD HEALTH MEDICAL CENTER,1600 S ANDREWS AVE,FORT LAUDERDALE,FL,33316,NOT AVAILABLE,(954) 355-5610,GENERAL ACUTE CARE,OPEN,723,BROWARD,12011,USA,26.10263549,-80.14088964,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.browardhealth.org,100039,NORTH BROWARD HOSPITAL DISTRICT,12,NON-PROFIT,-999,723,LEVEL I,Y
-80.12096378,26.2770037400001,1396,0004833064,BROWARD HEALTH NORTH,201 E SAMPLE RD,POMPANO BEACH,FL,33064,NOT AVAILABLE,(954) 786-6950,GENERAL ACUTE CARE,OPEN,409,BROWARD,12011,USA,26.27700374,-80.12096378,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.browardhealth.org/,100086,NORTH BROWARD HOSPITAL DISTRICT,12,NON-PROFIT,-999,409,LEVEL II,Y
-85.05010386,30.45862283,1397,0005032424,CALHOUN - LIBERTY HOSPITAL,20370 NE BURNS AVENUE,BLOUNTSTOWN,FL,32424,0419,(850) 674-5411,GENERAL ACUTE CARE,OPEN,25,CALHOUN,12013,USA,30.45862283,-85.05010386,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.calhounlibertyhospital.com,100112,CALHOUN LIBERTY HOSPITAL ASSOCIATION INC,12,NON-PROFIT,-999,25,NOT AVAILABLE,Y
-85.50674455,30.9630351600001,1398,0005232440,CAMPBELLTON - GRACEVILLE HOSPITAL,5429 COLLEGE DR,GRACEVILLE,FL,32440,NOT AVAILABLE,(850) 415-8103,GENERAL ACUTE CARE,OPEN,25,JACKSON,12063,USA,30.96303516,-85.50674455,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2013/11/08 00:00:00+00,www.nfch.org/c-ghospital,100138,NORTHWEST FLORIDA HEALTHCARE INC,12,PROPRIETARY,-999,25,NOT AVAILABLE,N
-80.6229851699999,28.3601248000001,1399,0005432931,CAPE CANAVERAL HOSPITAL,701 W COCOA BEACH CSWY,COCOA BEACH,FL,32931,NOT AVAILABLE,(321) 799-7111,GENERAL ACUTE CARE,OPEN,150,BREVARD,12009,USA,28.3601248,-80.62298517,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.hf.org/hospitals_services/cch/,100177,CAPE CANAVERAL HOSPITAL INC.,12,NON-PROFIT,-999,150,NOT AVAILABLE,Y
-81.9420225,26.63920518,1400,0005533990,CAPE CORAL HOSPITAL,636 DEL PRADO BLVD,CAPE CORAL,FL,33990,NOT AVAILABLE,(239) 424-2000,GENERAL ACUTE CARE,OPEN,291,LEE,12071,USA,26.63920518,-81.9420225,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021/11/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.leehealth.org,100244,CAPE MEMORIAL HOSPITAL INC,12,NON-PROFIT,-999,291,NOT AVAILABLE,Y
